S,I,R,tempo
12.92,38.23,18.85,87.4
12.87,38.24,18.89,87.5
12.82,38.25,18.93,87.6
12.77,38.25,18.98,87.7
12.72,38.26,19.02,87.8
12.67,38.26,19.06,87.9
12.63,38.27,19.11,88.0
12.58,38.27,19.15,88.1
12.53,38.28,19.19,88.2
12.48,38.28,19.24,88.3
12.43,38.29,19.28,88.4
12.39,38.29,19.32,88.5
12.34,38.29,19.37,88.6
12.29,38.30,19.41,88.7
12.24,38.30,19.45,88.8
12.20,38.30,19.50,88.9
12.15,38.31,19.54,89.0
12.10,38.31,19.59,89.1
12.06,38.31,19.63,89.2
12.01,38.32,19.67,89.3
11.97,38.32,19.72,89.4
11.92,38.32,19.76,89.5
11.87,38.32,19.80,89.6
11.83,38.32,19.85,89.7
11.78,38.33,19.89,89.8
11.74,38.33,19.93,89.9
11.69,38.33,19.98,90.0
11.65,38.33,20.02,90.1
11.60,38.33,20.06,90.2
11.56,38.33,20.11,90.3
11.52,38.33,20.15,90.4
11.47,38.33,20.20,90.5
11.43,38.33,20.24,90.6
11.38,38.33,20.28,90.7
11.34,38.33,20.33,90.8
11.30,38.33,20.37,90.9
11.25,38.33,20.41,91.0
11.21,38.33,20.46,91.1
11.17,38.33,20.50,91.2
11.12,38.33,20.54,91.3
11.08,38.33,20.59,91.4
11.04,38.33,20.63,91.5
11.00,38.33,20.67,91.6
10.95,38.33,20.72,91.7
10.91,38.33,20.76,91.8
10.87,38.32,20.80,91.9
10.83,38.32,20.85,92.0
10.79,38.32,20.89,92.1
10.75,38.32,20.94,92.2
10.70,38.32,20.98,92.3
10.66,38.31,21.02,92.4
10.62,38.31,21.07,92.5
10.58,38.31,21.11,92.6
10.54,38.30,21.15,92.7
10.50,38.30,21.20,92.8
10.46,38.30,21.24,92.9
10.42,38.29,21.28,93.0
10.38,38.29,21.33,93.1
10.34,38.29,21.37,93.2
10.30,38.28,21.41,93.3
10.26,38.28,21.46,93.4
10.22,38.28,21.50,93.5
10.18,38.27,21.54,93.6
10.15,38.27,21.59,93.7
10.11,38.26,21.63,93.8
10.07,38.26,21.68,93.9
10.03,38.25,21.72,94.0
9.99,38.25,21.76,94.1
9.95,38.24,21.81,94.2
9.91,38.24,21.85,94.3
9.88,38.23,21.89,94.4
9.84,38.23,21.94,94.5
9.80,38.22,21.98,94.6
9.76,38.21,22.02,94.7
9.73,38.21,22.07,94.8
9.69,38.20,22.11,94.9
9.65,38.19,22.15,95.0
9.62,38.19,22.20,95.1
9.58,38.18,22.24,95.2
9.54,38.17,22.28,95.3
9.51,38.17,22.33,95.4
9.47,38.16,22.37,95.5
9.43,38.15,22.41,95.6
9.40,38.15,22.46,95.7
9.36,38.14,22.50,95.8
9.33,38.13,22.54,95.9
9.29,38.12,22.59,96.0
9.25,38.12,22.63,96.1
9.22,38.11,22.67,96.2
9.18,38.10,22.72,96.3
9.15,38.09,22.76,96.4
9.11,38.08,22.80,96.5
9.08,38.07,22.85,96.6
9.05,38.06,22.89,96.7
9.01,38.06,22.93,96.8
8.98,38.05,22.98,96.9
8.94,38.04,23.02,97.0
8.91,38.03,23.06,97.1
8.87,38.02,23.11,97.2
8.84,38.01,23.15,97.3
8.81,38.00,23.19,97.4
8.77,37.99,23.24,97.5
8.74,37.98,23.28,97.6
8.71,37.97,23.32,97.7
8.67,37.96,23.37,97.8
8.64,37.95,23.41,97.9
8.61,37.94,23.45,98.0
8.58,37.93,23.49,98.1
8.54,37.92,23.54,98.2
8.51,37.91,23.58,98.3
8.48,37.90,23.62,98.4
8.45,37.89,23.67,98.5
8.41,37.88,23.71,98.6
8.38,37.86,23.75,98.7
8.35,37.85,23.80,98.8
8.32,37.84,23.84,98.9
8.29,37.83,23.88,99.0
8.26,37.82,23.93,99.1
8.23,37.81,23.97,99.2
8.19,37.80,24.01,99.3
8.16,37.78,24.05,99.4
8.13,37.77,24.10,99.5
8.10,37.76,24.14,99.6
8.07,37.75,24.18,99.7
8.04,37.73,24.23,99.8
8.01,37.72,24.27,99.9
7.98,37.71,24.31,100.0
7.95,37.70,24.35,100.1
7.92,37.68,24.40,100.2
7.89,37.67,24.44,100.3
7.86,37.66,24.48,100.4
7.83,37.64,24.53,100.5
7.80,37.63,24.57,100.6
7.77,37.62,24.61,100.7
7.74,37.60,24.65,100.8
7.71,37.59,24.70,100.9
7.68,37.58,24.74,101.0
7.66,37.56,24.78,101.1
7.63,37.55,24.82,101.2
7.60,37.53,24.87,101.3
7.57,37.52,24.91,101.4
7.54,37.51,24.95,101.5
7.51,37.49,25.00,101.6
7.48,37.48,25.04,101.7
7.46,37.46,25.08,101.8
7.43,37.45,25.12,101.9
7.40,37.43,25.17,102.0
7.37,37.42,25.21,102.1
7.35,37.40,25.25,102.2
7.32,37.39,25.29,102.3
7.29,37.37,25.34,102.4
7.26,37.36,25.38,102.5
7.24,37.34,25.42,102.6
7.21,37.33,25.46,102.7
7.18,37.31,25.51,102.8
7.16,37.30,25.55,102.9
7.13,37.28,25.59,103.0
7.10,37.27,25.63,103.1
7.08,37.25,25.67,103.2
7.05,37.23,25.72,103.3
7.02,37.22,25.76,103.4
7.00,37.20,25.80,103.5
6.97,37.18,25.84,103.6
6.95,37.17,25.89,103.7
6.92,37.15,25.93,103.8
6.89,37.14,25.97,103.9
6.87,37.12,26.01,104.0
6.84,37.10,26.06,104.1
6.82,37.09,26.10,104.2
6.79,37.07,26.14,104.3
6.77,37.05,26.18,104.4
6.74,37.03,26.22,104.5
6.72,37.02,26.27,104.6
6.69,37.00,26.31,104.7
6.67,36.98,26.35,104.8
6.64,36.97,26.39,104.9
6.62,36.95,26.43,105.0
6.59,36.93,26.48,105.1
6.57,36.91,26.52,105.2
6.54,36.90,26.56,105.3
6.52,36.88,26.60,105.4
6.50,36.86,26.64,105.5
6.47,36.84,26.69,105.6
6.45,36.82,26.73,105.7
6.43,36.81,26.77,105.8
6.40,36.79,26.81,105.9
6.38,36.77,26.85,106.0
6.35,36.75,26.89,106.1
6.33,36.73,26.94,106.2
6.31,36.71,26.98,106.3
6.28,36.70,27.02,106.4
6.26,36.68,27.06,106.5
6.24,36.66,27.10,106.6
6.22,36.64,27.14,106.7
6.19,36.62,27.19,106.8
6.17,36.60,27.23,106.9
6.15,36.58,27.27,107.0
6.13,36.56,27.31,107.1
6.10,36.54,27.35,107.2
6.08,36.53,27.39,107.3
6.06,36.51,27.44,107.4
6.04,36.49,27.48,107.5
6.01,36.47,27.52,107.6
5.99,36.45,27.56,107.7
5.97,36.43,27.60,107.8
5.95,36.41,27.64,107.9
5.93,36.39,27.68,108.0
5.91,36.37,27.73,108.1
5.88,36.35,27.77,108.2
5.86,36.33,27.81,108.3
5.84,36.31,27.85,108.4
5.82,36.29,27.89,108.5
5.80,36.27,27.93,108.6
5.78,36.25,27.97,108.7
5.76,36.23,28.01,108.8
5.74,36.21,28.06,108.9
5.72,36.19,28.10,109.0
5.69,36.17,28.14,109.1
5.67,36.15,28.18,109.2
5.65,36.13,28.22,109.3
5.63,36.11,28.26,109.4
5.61,36.08,28.30,109.5
5.59,36.06,28.34,109.6
5.57,36.04,28.38,109.7
5.55,36.02,28.43,109.8
5.53,36.00,28.47,109.9
5.51,35.98,28.51,110.0
5.49,35.96,28.55,110.1
5.47,35.94,28.59,110.2
5.45,35.92,28.63,110.3
5.43,35.90,28.67,110.4
5.41,35.87,28.71,110.5
5.39,35.85,28.75,110.6
5.38,35.83,28.79,110.7
5.36,35.81,28.83,110.8
5.34,35.79,28.87,110.9
5.32,35.77,28.91,111.0
5.30,35.75,28.96,111.1
5.28,35.72,29.00,111.2
5.26,35.70,29.04,111.3
5.24,35.68,29.08,111.4
5.22,35.66,29.12,111.5
5.20,35.64,29.16,111.6
5.19,35.61,29.20,111.7
5.17,35.59,29.24,111.8
5.15,35.57,29.28,111.9
5.13,35.55,29.32,112.0
5.11,35.53,29.36,112.1
5.09,35.50,29.40,112.2
5.08,35.48,29.44,112.3
5.06,35.46,29.48,112.4
5.04,35.44,29.52,112.5
5.02,35.41,29.56,112.6
5.01,35.39,29.60,112.7
4.99,35.37,29.64,112.8
4.97,35.35,29.68,112.9
4.95,35.32,29.72,113.0
4.93,35.30,29.76,113.1
4.92,35.28,29.80,113.2
4.90,35.26,29.84,113.3
4.88,35.23,29.88,113.4
4.87,35.21,29.92,113.5
4.85,35.19,29.96,113.6
4.83,35.17,30.00,113.7
4.81,35.14,30.04,113.8
4.80,35.12,30.08,113.9
4.78,35.10,30.12,114.0
4.76,35.07,30.16,114.1
4.75,35.05,30.20,114.2
4.73,35.03,30.24,114.3
4.71,35.00,30.28,114.4
4.70,34.98,30.32,114.5
4.68,34.96,30.36,114.6
4.66,34.93,30.40,114.7
4.65,34.91,30.44,114.8
4.63,34.89,30.48,114.9
4.62,34.86,30.52,115.0
4.60,34.84,30.56,115.1
4.58,34.82,30.60,115.2
4.57,34.79,30.64,115.3
4.55,34.77,30.68,115.4
4.54,34.75,30.72,115.5
4.52,34.72,30.76,115.6
4.50,34.70,30.80,115.7
4.49,34.67,30.84,115.8
4.47,34.65,30.88,115.9
4.46,34.63,30.92,116.0
4.44,34.60,30.96,116.1
4.43,34.58,30.99,116.2
4.41,34.55,31.03,116.3
4.40,34.53,31.07,116.4
4.38,34.51,31.11,116.5
4.37,34.48,31.15,116.6
4.35,34.46,31.19,116.7
4.34,34.43,31.23,116.8
4.32,34.41,31.27,116.9
4.31,34.39,31.31,117.0
4.29,34.36,31.35,117.1
4.28,34.34,31.39,117.2
4.26,34.31,31.43,117.3
4.25,34.29,31.46,117.4
4.23,34.26,31.50,117.5
4.22,34.24,31.54,117.6
4.20,34.22,31.58,117.7
4.19,34.19,31.62,117.8
4.18,34.17,31.66,117.9
4.16,34.14,31.70,118.0
4.15,34.12,31.74,118.1
4.13,34.09,31.78,118.2
4.12,34.07,31.81,118.3
4.10,34.04,31.85,118.4
4.09,34.02,31.89,118.5
4.08,33.99,31.93,118.6
4.06,33.97,31.97,118.7
4.05,33.94,32.01,118.8
4.04,33.92,32.05,118.9
4.02,33.89,32.08,119.0
4.01,33.87,32.12,119.1
3.99,33.84,32.16,119.2
3.98,33.82,32.20,119.3
3.97,33.79,32.24,119.4
3.95,33.77,32.28,119.5
3.94,33.74,32.32,119.6
3.93,33.72,32.35,119.7
3.91,33.69,32.39,119.8
3.90,33.67,32.43,119.9
3.89,33.64,32.47,120.0
3.87,33.62,32.51,120.1
3.86,33.59,32.54,120.2
3.85,33.57,32.58,120.3
3.84,33.54,32.62,120.4
3.82,33.52,32.66,120.5
3.81,33.49,32.70,120.6
3.80,33.47,32.74,120.7
3.78,33.44,32.77,120.8
3.77,33.42,32.81,120.9
3.76,33.39,32.85,121.0
3.75,33.37,32.89,121.1
3.73,33.34,32.93,121.2
3.72,33.32,32.96,121.3
3.71,33.29,33.00,121.4
3.70,33.26,33.04,121.5
3.68,33.24,33.08,121.6
3.67,33.21,33.11,121.7
3.66,33.19,33.15,121.8
3.65,33.16,33.19,121.9
3.64,33.14,33.23,122.0
3.62,33.11,33.27,122.1
3.61,33.09,33.30,122.2
3.60,33.06,33.34,122.3
3.59,33.03,33.38,122.4
3.58,33.01,33.42,122.5
3.56,32.98,33.45,122.6
3.55,32.96,33.49,122.7
3.54,32.93,33.53,122.8
3.53,32.91,33.57,122.9
3.52,32.88,33.60,123.0
3.51,32.85,33.64,123.1
3.49,32.83,33.68,123.2
3.48,32.80,33.71,123.3
3.47,32.78,33.75,123.4
3.46,32.75,33.79,123.5
3.45,32.72,33.83,123.6
3.44,32.70,33.86,123.7
3.43,32.67,33.90,123.8
3.42,32.65,33.94,123.9
3.40,32.62,33.97,124.0
3.39,32.59,34.01,124.1
3.38,32.57,34.05,124.2
3.37,32.54,34.09,124.3
3.36,32.52,34.12,124.4
3.35,32.49,34.16,124.5
3.34,32.46,34.20,124.6
3.33,32.44,34.23,124.7
3.32,32.41,34.27,124.8
3.31,32.39,34.31,124.9
3.30,32.36,34.34,125.0
3.28,32.33,34.38,125.1
3.27,32.31,34.42,125.2
3.26,32.28,34.45,125.3
3.25,32.26,34.49,125.4
3.24,32.23,34.53,125.5
3.23,32.20,34.56,125.6
3.22,32.18,34.60,125.7
3.21,32.15,34.64,125.8
3.20,32.13,34.67,125.9
3.19,32.10,34.71,126.0
3.18,32.07,34.75,126.1
3.17,32.05,34.78,126.2
3.16,32.02,34.82,126.3
3.15,31.99,34.86,126.4
3.14,31.97,34.89,126.5
3.13,31.94,34.93,126.6
3.12,31.91,34.97,126.7
3.11,31.89,35.00,126.8
3.10,31.86,35.04,126.9
3.09,31.84,35.07,127.0
3.08,31.81,35.11,127.1
3.07,31.78,35.15,127.2
3.06,31.76,35.18,127.3
3.05,31.73,35.22,127.4
3.04,31.70,35.25,127.5
3.03,31.68,35.29,127.6
3.02,31.65,35.33,127.7
3.01,31.63,35.36,127.8
3.00,31.60,35.40,127.9
2.99,31.57,35.43,128.0
2.98,31.55,35.47,128.1
2.97,31.52,35.51,128.2
2.96,31.49,35.54,128.3
2.96,31.47,35.58,128.4
2.95,31.44,35.61,128.5
2.94,31.41,35.65,128.6
2.93,31.39,35.69,128.7
2.92,31.36,35.72,128.8
2.91,31.33,35.76,128.9
2.90,31.31,35.79,129.0
2.89,31.28,35.83,129.1
2.88,31.25,35.86,129.2
2.87,31.23,35.90,129.3
2.86,31.20,35.93,129.4
2.86,31.18,35.97,129.5
2.85,31.15,36.00,129.6
2.84,31.12,36.04,129.7
2.83,31.10,36.08,129.8
2.82,31.07,36.11,129.9
2.81,31.04,36.15,130.0
2.80,31.02,36.18,130.1
2.79,30.99,36.22,130.2
2.79,30.96,36.25,130.3
2.78,30.94,36.29,130.4
2.77,30.91,36.32,130.5
2.76,30.88,36.36,130.6
2.75,30.86,36.39,130.7
2.74,30.83,36.43,130.8
2.73,30.80,36.46,130.9
2.73,30.78,36.50,131.0
2.72,30.75,36.53,131.1
2.71,30.72,36.57,131.2
2.70,30.70,36.60,131.3
2.69,30.67,36.64,131.4
2.68,30.64,36.67,131.5
2.68,30.62,36.71,131.6
2.67,30.59,36.74,131.7
2.66,30.56,36.78,131.8
2.65,30.54,36.81,131.9
2.64,30.51,36.85,132.0
2.63,30.48,36.88,132.1
2.63,30.46,36.92,132.2
2.62,30.43,36.95,132.3
2.61,30.40,36.98,132.4
2.60,30.38,37.02,132.5
2.60,30.35,37.05,132.6
2.59,30.32,37.09,132.7
2.58,30.30,37.12,132.8
2.57,30.27,37.16,132.9
2.56,30.24,37.19,133.0
2.56,30.22,37.23,133.1
2.55,30.19,37.26,133.2
2.54,30.16,37.29,133.3
2.53,30.14,37.33,133.4
2.53,30.11,37.36,133.5
2.52,30.08,37.40,133.6
2.51,30.06,37.43,133.7
2.50,30.03,37.47,133.8
2.50,30.01,37.50,133.9
2.49,29.98,37.53,134.0
2.48,29.95,37.57,134.1
2.47,29.93,37.60,134.2
2.47,29.90,37.64,134.3
2.46,29.87,37.67,134.4
2.45,29.85,37.70,134.5
2.44,29.82,37.74,134.6
2.44,29.79,37.77,134.7
2.43,29.77,37.81,134.8
2.42,29.74,37.84,134.9
2.41,29.71,37.87,135.0
2.41,29.69,37.91,135.1
2.40,29.66,37.94,135.2
2.39,29.63,37.97,135.3
2.39,29.61,38.01,135.4
2.38,29.58,38.04,135.5
2.37,29.55,38.08,135.6
2.36,29.53,38.11,135.7
2.36,29.50,38.14,135.8
2.35,29.47,38.18,135.9
2.34,29.45,38.21,136.0
2.34,29.42,38.24,136.1
2.33,29.39,38.28,136.2
2.32,29.37,38.31,136.3
2.32,29.34,38.34,136.4
2.31,29.31,38.38,136.5
2.30,29.29,38.41,136.6
2.30,29.26,38.44,136.7
2.29,29.23,38.48,136.8
2.28,29.21,38.51,136.9
2.28,29.18,38.54,137.0
2.27,29.15,38.58,137.1
2.26,29.13,38.61,137.2
2.26,29.10,38.64,137.3
2.25,29.08,38.68,137.4
2.24,29.05,38.71,137.5
2.24,29.02,38.74,137.6
2.23,29.00,38.77,137.7
2.22,28.97,38.81,137.8
2.22,28.94,38.84,137.9
2.21,28.92,38.87,138.0
2.20,28.89,38.91,138.1
2.20,28.86,38.94,138.2
2.19,28.84,38.97,138.3
2.19,28.81,39.00,138.4
2.18,28.78,39.04,138.5
2.17,28.76,39.07,138.6
2.17,28.73,39.10,138.7
2.16,28.70,39.13,138.8
2.15,28.68,39.17,138.9
2.15,28.65,39.20,139.0
2.14,28.63,39.23,139.1
2.14,28.60,39.27,139.2
2.13,28.57,39.30,139.3
2.12,28.55,39.33,139.4
2.12,28.52,39.36,139.5
2.11,28.49,39.40,139.6
2.11,28.47,39.43,139.7
2.10,28.44,39.46,139.8
2.09,28.41,39.49,139.9
2.09,28.39,39.52,140.0
2.08,28.36,39.56,140.1
2.08,28.34,39.59,140.2
2.07,28.31,39.62,140.3
2.06,28.28,39.65,140.4
2.06,28.26,39.69,140.5
2.05,28.23,39.72,140.6
2.05,28.20,39.75,140.7
2.04,28.18,39.78,140.8
2.03,28.15,39.81,140.9
2.03,28.13,39.85,141.0
2.02,28.10,39.88,141.1
2.02,28.07,39.91,141.2
2.01,28.05,39.94,141.3
2.01,28.02,39.97,141.4
2.00,27.99,40.01,141.5
2.00,27.97,40.04,141.6
1.99,27.94,40.07,141.7
1.98,27.92,40.10,141.8
1.98,27.89,40.13,141.9
1.97,27.86,40.16,142.0
1.97,27.84,40.20,142.1
1.96,27.81,40.23,142.2
1.96,27.78,40.26,142.3
1.95,27.76,40.29,142.4
1.95,27.73,40.32,142.5
1.94,27.71,40.35,142.6
1.93,27.68,40.38,142.7
1.93,27.65,40.42,142.8
1.92,27.63,40.45,142.9
1.92,27.60,40.48,143.0
1.91,27.58,40.51,143.1
1.91,27.55,40.54,143.2
1.90,27.52,40.57,143.3
1.90,27.50,40.60,143.4
1.89,27.47,40.64,143.5
1.89,27.45,40.67,143.6
1.88,27.42,40.70,143.7
1.88,27.39,40.73,143.8
1.87,27.37,40.76,143.9
1.87,27.34,40.79,144.0
1.86,27.32,40.82,144.1
1.86,27.29,40.85,144.2
1.85,27.26,40.88,144.3
1.85,27.24,40.92,144.4
1.84,27.21,40.95,144.5
1.84,27.19,40.98,144.6
1.83,27.16,41.01,144.7
1.83,27.13,41.04,144.8
1.82,27.11,41.07,144.9
1.82,27.08,41.10,145.0
1.81,27.06,41.13,145.1
1.81,27.03,41.16,145.2
1.80,27.00,41.19,145.3
1.80,26.98,41.22,145.4
1.79,26.95,41.25,145.5
1.79,26.93,41.29,145.6
1.78,26.90,41.32,145.7
1.78,26.88,41.35,145.8
1.77,26.85,41.38,145.9
1.77,26.82,41.41,146.0
1.76,26.80,41.44,146.1
1.76,26.77,41.47,146.2
1.75,26.75,41.50,146.3
1.75,26.72,41.53,146.4
1.74,26.70,41.56,146.5
1.74,26.67,41.59,146.6
1.74,26.64,41.62,146.7
1.73,26.62,41.65,146.8
1.73,26.59,41.68,146.9
1.72,26.57,41.71,147.0
1.72,26.54,41.74,147.1
1.71,26.52,41.77,147.2
1.71,26.49,41.80,147.3
1.70,26.47,41.83,147.4
1.70,26.44,41.86,147.5
1.69,26.41,41.89,147.6
1.69,26.39,41.92,147.7
1.69,26.36,41.95,147.8
1.68,26.34,41.98,147.9
1.68,26.31,42.01,148.0
1.67,26.29,42.04,148.1
1.67,26.26,42.07,148.2
1.66,26.24,42.10,148.3
1.66,26.21,42.13,148.4
1.65,26.18,42.16,148.5
1.65,26.16,42.19,148.6
1.65,26.13,42.22,148.7
1.64,26.11,42.25,148.8
1.64,26.08,42.28,148.9
1.63,26.06,42.31,149.0
1.63,26.03,42.34,149.1
1.62,26.01,42.37,149.2
1.62,25.98,42.40,149.3
1.62,25.96,42.43,149.4
1.61,25.93,42.46,149.5
1.61,25.91,42.49,149.6
1.60,25.88,42.52,149.7
1.60,25.86,42.55,149.8
1.60,25.83,42.57,149.9
1.59,25.80,42.60,150.0
1.59,25.78,42.63,150.1
1.58,25.75,42.66,150.2
1.58,25.73,42.69,150.3
1.57,25.70,42.72,150.4
1.57,25.68,42.75,150.5
1.57,25.65,42.78,150.6
1.56,25.63,42.81,150.7
1.56,25.60,42.84,150.8
1.55,25.58,42.87,150.9
1.55,25.55,42.90,151.0
1.55,25.53,42.92,151.1
1.54,25.50,42.95,151.2
1.54,25.48,42.98,151.3
1.54,25.45,43.01,151.4
1.53,25.43,43.04,151.5
1.53,25.40,43.07,151.6
1.52,25.38,43.10,151.7
1.52,25.35,43.13,151.8
1.52,25.33,43.16,151.9
1.51,25.30,43.19,152.0
1.51,25.28,43.21,152.1
1.50,25.25,43.24,152.2
1.50,25.23,43.27,152.3
1.50,25.20,43.30,152.4
1.49,25.18,43.33,152.5
1.49,25.15,43.36,152.6
1.49,25.13,43.39,152.7
1.48,25.10,43.41,152.8
1.48,25.08,43.44,152.9
1.47,25.05,43.47,153.0
1.47,25.03,43.50,153.1
1.47,25.00,43.53,153.2
1.46,24.98,43.56,153.3
1.46,24.96,43.59,153.4
1.46,24.93,43.61,153.5
1.45,24.91,43.64,153.6
1.45,24.88,43.67,153.7
1.45,24.86,43.70,153.8
1.44,24.83,43.73,153.9
1.44,24.81,43.75,154.0
1.43,24.78,43.78,154.1
1.43,24.76,43.81,154.2
1.43,24.73,43.84,154.3
1.42,24.71,43.87,154.4
1.42,24.68,43.90,154.5
1.42,24.66,43.92,154.6
1.41,24.64,43.95,154.7
1.41,24.61,43.98,154.8
1.41,24.59,44.01,154.9
1.40,24.56,44.04,155.0
1.40,24.54,44.06,155.1
1.40,24.51,44.09,155.2
1.39,24.49,44.12,155.3
1.39,24.46,44.15,155.4
1.39,24.44,44.17,155.5
1.38,24.42,44.20,155.6
1.38,24.39,44.23,155.7
1.38,24.37,44.26,155.8
1.37,24.34,44.29,155.9
1.37,24.32,44.31,156.0
1.37,24.29,44.34,156.1
1.36,24.27,44.37,156.2
1.36,24.25,44.40,156.3
1.36,24.22,44.42,156.4
1.35,24.20,44.45,156.5
1.35,24.17,44.48,156.6
1.35,24.15,44.51,156.7
1.34,24.12,44.53,156.8
1.34,24.10,44.56,156.9
1.34,24.08,44.59,157.0
1.33,24.05,44.62,157.1
1.33,24.03,44.64,157.2
1.33,24.00,44.67,157.3
1.32,23.98,44.70,157.4
1.32,23.96,44.72,157.5
1.32,23.93,44.75,157.6
1.31,23.91,44.78,157.7
1.31,23.88,44.81,157.8
1.31,23.86,44.83,157.9
1.30,23.83,44.86,158.0
1.30,23.81,44.89,158.1
1.30,23.79,44.91,158.2
1.30,23.76,44.94,158.3
1.29,23.74,44.97,158.4
1.29,23.72,45.00,158.5
1.29,23.69,45.02,158.6
1.28,23.67,45.05,158.7
1.28,23.64,45.08,158.8
1.28,23.62,45.10,158.9
1.27,23.60,45.13,159.0
1.27,23.57,45.16,159.1
1.27,23.55,45.18,159.2
1.26,23.52,45.21,159.3
1.26,23.50,45.24,159.4
1.26,23.48,45.26,159.5
1.26,23.45,45.29,159.6
1.25,23.43,45.32,159.7
1.25,23.41,45.34,159.8
1.25,23.38,45.37,159.9
1.24,23.36,45.40,160.0
1.24,23.34,45.42,160.1
1.24,23.31,45.45,160.2
1.24,23.29,45.48,160.3
1.23,23.26,45.50,160.4
1.23,23.24,45.53,160.5
1.23,23.22,45.56,160.6
1.22,23.19,45.58,160.7
1.22,23.17,45.61,160.8
1.22,23.15,45.64,160.9
1.22,23.12,45.66,161.0
1.21,23.10,45.69,161.1
1.21,23.08,45.71,161.2
1.21,23.05,45.74,161.3
1.20,23.03,45.77,161.4
1.20,23.01,45.79,161.5
1.20,22.98,45.82,161.6
1.20,22.96,45.84,161.7
1.19,22.94,45.87,161.8
1.19,22.91,45.90,161.9
1.19,22.89,45.92,162.0
1.19,22.87,45.95,162.1
1.18,22.84,45.98,162.2
1.18,22.82,46.00,162.3
1.18,22.80,46.03,162.4
1.17,22.77,46.05,162.5
1.17,22.75,46.08,162.6
1.17,22.73,46.10,162.7
1.17,22.70,46.13,162.8
1.16,22.68,46.16,162.9
1.16,22.66,46.18,163.0
1.16,22.63,46.21,163.1
1.16,22.61,46.23,163.2
1.15,22.59,46.26,163.3
1.15,22.56,46.28,163.4
1.15,22.54,46.31,163.5
1.15,22.52,46.34,163.6
1.14,22.50,46.36,163.7
1.14,22.47,46.39,163.8
1.14,22.45,46.41,163.9
1.14,22.43,46.44,164.0
1.13,22.40,46.46,164.1
1.13,22.38,46.49,164.2
1.13,22.36,46.51,164.3
1.12,22.34,46.54,164.4
1.12,22.31,46.57,164.5
1.12,22.29,46.59,164.6
1.12,22.27,46.62,164.7
1.11,22.24,46.64,164.8
1.11,22.22,46.67,164.9
1.11,22.20,46.69,165.0
1.11,22.18,46.72,165.1
1.11,22.15,46.74,165.2
1.10,22.13,46.77,165.3
1.10,22.11,46.79,165.4
1.10,22.08,46.82,165.5
1.10,22.06,46.84,165.6
1.09,22.04,46.87,165.7
1.09,22.02,46.89,165.8
1.09,21.99,46.92,165.9
1.09,21.97,46.94,166.0
1.08,21.95,46.97,166.1
1.08,21.93,46.99,166.2
1.08,21.90,47.02,166.3
1.08,21.88,47.04,166.4
1.07,21.86,47.07,166.5
1.07,21.84,47.09,166.6
1.07,21.81,47.12,166.7
1.07,21.79,47.14,166.8
1.06,21.77,47.17,166.9
1.06,21.75,47.19,167.0
1.06,21.72,47.22,167.1
1.06,21.70,47.24,167.2
1.06,21.68,47.27,167.3
1.05,21.66,47.29,167.4
1.05,21.63,47.31,167.5
1.05,21.61,47.34,167.6
1.05,21.59,47.36,167.7
1.04,21.57,47.39,167.8
1.04,21.55,47.41,167.9
1.04,21.52,47.44,168.0
1.04,21.50,47.46,168.1
1.03,21.48,47.49,168.2
1.03,21.46,47.51,168.3
1.03,21.43,47.54,168.4
1.03,21.41,47.56,168.5
1.03,21.39,47.58,168.6
1.02,21.37,47.61,168.7
1.02,21.35,47.63,168.8
1.02,21.32,47.66,168.9
1.02,21.30,47.68,169.0
1.02,21.28,47.71,169.1
1.01,21.26,47.73,169.2
1.01,21.24,47.75,169.3
1.01,21.21,47.78,169.4
1.01,21.19,47.80,169.5
1.00,21.17,47.83,169.6
1.00,21.15,47.85,169.7
1.00,21.13,47.87,169.8
1.00,21.10,47.90,169.9
1.00,21.08,47.92,170.0
0.99,21.06,47.95,170.1
0.99,21.04,47.97,170.2
0.99,21.02,47.99,170.3
0.99,20.99,48.02,170.4
0.99,20.97,48.04,170.5
0.98,20.95,48.07,170.6
0.98,20.93,48.09,170.7
0.98,20.91,48.11,170.8
0.98,20.89,48.14,170.9
0.98,20.86,48.16,171.0
0.97,20.84,48.18,171.1
0.97,20.82,48.21,171.2
0.97,20.80,48.23,171.3
0.97,20.78,48.26,171.4
0.97,20.76,48.28,171.5
0.96,20.73,48.30,171.6
0.96,20.71,48.33,171.7
0.96,20.69,48.35,171.8
0.96,20.67,48.37,171.9
0.96,20.65,48.40,172.0
0.95,20.63,48.42,172.1
0.95,20.61,48.44,172.2
0.95,20.58,48.47,172.3
0.95,20.56,48.49,172.4
0.95,20.54,48.51,172.5
0.94,20.52,48.54,172.6
0.94,20.50,48.56,172.7
0.94,20.48,48.58,172.8
0.94,20.46,48.61,172.9
0.94,20.43,48.63,173.0
0.93,20.41,48.65,173.1
0.93,20.39,48.68,173.2
0.93,20.37,48.70,173.3
0.93,20.35,48.72,173.4
0.93,20.33,48.75,173.5
0.92,20.31,48.77,173.6
0.92,20.29,48.79,173.7
0.92,20.26,48.81,173.8
0.92,20.24,48.84,173.9
0.92,20.22,48.86,174.0
0.92,20.20,48.88,174.1
0.91,20.18,48.91,174.2
0.91,20.16,48.93,174.3
0.91,20.14,48.95,174.4
0.91,20.12,48.98,174.5
0.91,20.10,49.00,174.6
0.90,20.07,49.02,174.7
